Item ID,Quotation ID,DO ID
465c189e,b948d918,
e84c96b5,b948d918,
e7b42000,0c9c6b6f,7da77c60
e302c676,e38f2b3a,a1946a38
573adfe8,7e2ef844,2f244f6a
aa490348,7e2ef844,2f244f6a
394d0870,eb2a5a1d,b6348b32
78b86e08,eb2a5a1d,b6348b32
66160cb3,eb2a5a1d,b6348b32
753ac896,eb2a5a1d,b6348b32
f7d8ee23,eb2a5a1d,b6348b32
6169902a,eb2a5a1d,b6348b32
b985c20c,eb2a5a1d,b6348b32
f6164593,9236750f,3f44635a
a6c42a61,9236750f,7391b06a
e825dc75,020de859,160af26c
04730cfc,70a9da9a,81f4671b
a4e049ae,70a9da9a,81f4671b
1a22f222,c10cec06,442198fb
65d4a832,044576d2,cdf6151c
d77c7d7d,044576d2,cdf6151c
c6e25a86,044576d2,02a41ff2
7b776a52,044576d2,cdf6151c
773bf6e5,044576d2,ac03bc34
5fd47849,1e0f8139,
de0d4673,044576d2,02a41ff2
995195bc,044576d2,e3b4b034
c15a9540,044576d2,79108137
2ebb0d2c,044576d2,02a41ff2
043e76f2,044576d2,30f07a24
7270e0c5,044576d2,30f07a24
899c78b4,044576d2,f11533a4
9ea63563,044576d2,ac03bc34
f63923a0,044576d2,30f07a24
ab5fb77d,044576d2,
633e396e,044576d2,ac03bc34
2036efeb,a2be0476,
e4b16342,a2be0476,
d6e3e608,a2be0476,
ecd1d951,a2be0476,
0b840786,71f975e7,a4d82c3e
0e94b973,71f975e7,a4d82c3e
8c753f52,71f975e7,7f57ea2e
21a98d9e,71f975e7,850d32af
d8fdef1e,71f975e7,850d32af
7ec84b75,71f975e7,f0ab76ec
0e90870b,71f975e7,7f57ea2e
0c4e1069,6bc8a76c,f0f50267
7e9929fe,454f30ed,72c48bd1
1f9ade08,ec041b71,e99a1eac
032fe853,4fbe2b15,0913783c
1921540a,4fbe2b15,0913783c
e118beaf,4fbe2b15,0913783c
422361c7,454f30ed,72c48bd1
308cd1b5,454f30ed,72c48bd1
f2e10b3b,454f30ed,72c48bd1
6c1ad268,454f30ed,72c48bd1
394593b5,454f30ed,72c48bd1
e1963f8b,454f30ed,72c48bd1
8250681c,454f30ed,1fa9ada7
bfecd055,236a702a,
80526bc4,8f90f598,bd30e7fa
a778ad3a,8f90f598,bd30e7fa
63a8134b,4fbe2b15,0913783c
d4cca4de,3125ec10,2aabcff3
91c2787b,3125ec10,9a2475dc
7bf4f174,454f30ed,72c48bd1
f92da212,454f30ed,72c48bd1
14f07f5d,23f99248,fd752cd2
6ed43bb6,23f99248,fd752cd2
72599a64,6faa2d2f,
72ced403,6faa2d2f,
25ee7cdc,6faa2d2f,
1df14b75,143d7892,d9ca9f0b
0a4903aa,143d7892,d9ca9f0b
795beea7,143d7892,d9ca9f0b
489eb550,5a7ebe9c,34c46016
644e6ba8,466b9d50,5bc75377
3efe2754,466b9d50,5bc75377
7c23ae09,466b9d50,5bc75377
fe59dbe5,466b9d50,c39691f7
4cf94632,466b9d50,
b9da55d6,466b9d50,5bc75377
68a6b1b1,466b9d50,
da60de98,466b9d50,5bc75377
f5e8b6f8,466b9d50,5bc75377
51fdf0c8,466b9d50,5bc75377
7c06791d,466b9d50,5bc75377
a10cddff,466b9d50,
36799cd0,466b9d50,c39691f7
6cae5245,466b9d50,5bc75377
1888ffd7,466b9d50,9d578cd0
81115190,466b9d50,5bc75377
ab9e0d54,466b9d50,5bc75377
ee2e547c,466b9d50,ab5a2727
fd005900,466b9d50,ab5a2727
b0ad5388,466b9d50,1eb38f53
e2344547,466b9d50,c9f0be69
ac4c4278,466b9d50,ab5a2727
4dcddb28,466b9d50,c9f0be69
467d132f,466b9d50,c9f0be69
c6556540,466b9d50,
ba86a715,466b9d50,c9f0be69
8de5ae04,466b9d50,1eb38f53
659bd404,466b9d50,1eb38f53
5c37e2ad,466b9d50,
438cefdd,acc75f76,
54d0ddf7,466b9d50,1eb38f53
fab14740,466b9d50,1eb38f53
eec62177,466b9d50,0b6c70ff
d2fb416b,466b9d50,0b6c70ff
38a4cb4d,acc75f76,
818454eb,acc75f76,
6d89f0d9,acc75f76,
1dfa70f8,acc75f76,
679d6402,acc75f76,
e67370e3,356709ec,
c6b8a02c,356709ec,
729c5d79,356709ec,
79dd487d,356709ec,
27c6a9d8,356709ec,
a50be08f,356709ec,
c54f06f5,91156c48,
6cdd814e,91156c48,
a2bada9a,50958958,f34c47b6
9bbc633f,50958958,f34c47b6
00d82cd5,50958958,f34c47b6
396730c9,50958958,f34c47b6
1e6ec0e6,50958958,f34c47b6
8563cc4b,a4371c6d,
193956f2,a4371c6d,
73526497,e42b7f66,
8ec69c4d,8bc63be0,
574a99af,b948d918,
67de434f,b948d918,
0a41f05e,8f228755,
809ad3b0,eed46a7e,be08dbab
2dc154f0,eed46a7e,9e0c2d7c
c84eaca9,eed46a7e,2de3a43d
390e46fa,eed46a7e,a302c732
f002195f,eed46a7e,9e0c2d7c
15a49ffd,eed46a7e,1704f53c
a1bca9cc,eed46a7e,2de3a43d
d66c04a3,e7afc0ac,c52fd99f
16107706,e7afc0ac,c52fd99f
7807d4e5,S03242022083049_Dup1,40a1bbc3
82f51b1c,S03242022083049_Dup1,40a1bbc3
935018a4,S03242022083049_Dup1,40a1bbc3
c254f455,9a85ef9c,5842cd75
25e70d75,9a85ef9c,5842cd75
8de6d440,2582b3dd,7363a862
2be21889,b948d918,
51016852,e14eb926,8afcb271
faf85cea,f5bea755,
7df6c644,f5bea755,
5c53b022,f5bea755,
3eb2c69e,f5bea755,
0c10fb4c,f5bea755,
e75e809c,f5bea755,
999ff908,5d29b3ba,cebbada4
23f11d1b,5d29b3ba,cebbada4
5ce3e536,5d29b3ba,cebbada4
d534d869,5d29b3ba,cebbada4
af484f0f,5d29b3ba,
a39cefdf,153b2e75,1d2e7786
05ea336e,8dd48da3,
6b571339,4cfdf88d,
6e4b2350,9c79e75e,c71d93ab
f0ea7c91,9c79e75e,c71d93ab
0d33d491,2724adf9,
917011ef,2724adf9,
1496a23a,41a1bb02,041c743d
60a2c3bd,41a1bb02,041c743d
60801811,9a962427,28df933d
45116c6f,7d6a2713,
85f9619d,7d6a2713,
7463111b,71fe8f93,
d679f68a,b52a6b43,1b98dbdb
f47e8650,2057c44f,b68361ba
1f41de0e,350b8ffb,
c9d5b3eb,cc61d676,
776c6daa,4c51a537,8f1c4502
9311ea76,eed46a7e,0ba8856c
2170f3bc,51ef322e,e6959523
ba682b69,eed46a7e,0ba8856c
e747b635,eed46a7e,1704f53c
6a0e14ff,eed46a7e,a302c732
abd0a36a,eed46a7e,0ba8856c
738fd5dc,eed46a7e,e70d88e0
2b3eb43e,eed46a7e,e70d88e0
1fa499a0,eed46a7e,e70d88e0
0bf7e9c8,cb5cd839,
07b34045,e14eb926,8de500b7
d80715f5,e14eb926,8de500b7
c5af5a92,e14eb926,8de500b7
7ee37c5f,e14eb926,25070655
2b871b67,c2e99b01,0806f956
44ec1a79,e14eb926,8de500b7
d4ce67b2,e14eb926,8de500b7
d13b39ca,af2e8f9b,
a3d24d52,fb029579,3b106537
287a6524,fb029579,3b106537
bda3df38,2dfdee3f,11fcaeb7
2ffb957b,2dfdee3f,11fcaeb7
3a254c0d,2dfdee3f,5d97f8e5
7f78aca5,2dfdee3f,11fcaeb7
cb1a8cab,2dfdee3f,5d97f8e5
e4bf4bbf,2dfdee3f,11fcaeb7
536715bc,2dfdee3f,11fcaeb7
3351f6e0,2dfdee3f,11fcaeb7
2f247ff3,b13ecdb7,
1ba5409c,b13ecdb7,
9f6b5826,b13ecdb7,
9ce114dc,b13ecdb7,
fcdd9487,d96c9e6c,
18d3b7d9,f4bfbabe,0a9776dc
415f73e7,f4bfbabe,0a9776dc
6f956c2c,f4bfbabe,0a9776dc
2d42dd35,f4bfbabe,0a9776dc
c01f83fa,b360f40a,935ca088
27708259,b360f40a,935ca088
f35d4e9b,b360f40a,352b62ea
55b7f0c1,b360f40a,352b62ea
aa32f4e1,b360f40a,935ca088
2037d77e,b360f40a,352b62ea
d1611c03,b360f40a,
7495457a,b360f40a,
d31318e1,b360f40a,
1e37d278,b360f40a,
c4692a9c,b360f40a,
b428eb8e,b360f40a,
a830b822,b360f40a,
6442b73b,7334fcc6,9ca949fb
f948bfa2,83da8eef,1913bedc
62e6db91,05f544f4,
9dc7e4d2,05f544f4,
a6b4bdf3,05f544f4,
31172b86,05f544f4,
f7f1d3be,05f544f4,
514ac958,05f544f4,
b42c0a49,05f544f4,
544adf1d,05f544f4,
efca749d,05f544f4,
094b5a24,05f544f4,
69b1bf99,05f544f4,
4675d3ae,05f544f4,
2cd48734,05f544f4,
41c41919,5fb517fd,6a4bd0bc
ec2870d3,5fb517fd,6b7f408f
538210be,5fb517fd,297d9584
72a40911,5fb517fd,c457c3e0
9f935bae,06222c65,5cea0370
baa53682,06222c65,5cea0370
c04a23b9,06222c65,5cea0370
33a23fff,06222c65,5cea0370
44d618a1,06222c65,5cea0370
8212cb46,32f0d93f,31de8137
46c1dbe6,32f0d93f,31de8137
07e9c65d,b0c1f556,2d9595c2
027382b9,b0c1f556,4c977c35
00dcbec7,5fb517fd,eb5a7cda
0cf3aa38,7abce4fb,b606f606
51a7a6ec,7abce4fb,78de835c
9502cc14,7abce4fb,78de835c
96be3528,fe01241c,b3d42e8c
0a5fb548,7abce4fb,2c547925
eca9324a,7abce4fb,2c547925
5448610d,7abce4fb,2c547925
42f1fa81,5fb517fd,3ef015b6
c78c6e13,5fb517fd,3ef015b6
ad01a0b5,5fb517fd,3ef015b6
c2d73d39,5fb517fd,3ef015b6
9001dc7a,5fb517fd,3ef015b6
ebcb9031,5fb517fd,6b7f408f
12190537,5fb517fd,6b7f408f
fda03c25,5fb517fd,6b7f408f
2b2293a7,7abce4fb,2c547925
40a69156,7abce4fb,8d0f4550
201d1b2a,7abce4fb,f346a4a5
1b721d20,7abce4fb,f346a4a5
65b1f274,7abce4fb,ba1438ca
70f879a3,0c0c32e9,
1c626a04,0c0c32e9,
3777be4f,0c0c32e9,
2e37b494,f4fb0641,dc06ddf4
cc313cca,S06222022163151_Dup1,
d7acaabd,S06222022163151_Dup1,
746a55a7,S06222022163151_Dup1,
bbe52e50,S06222022163151_Dup1,
1bd775f5,S06222022163151_Dup1,
5959ebd4,S06222022163151_Dup1,
c416d63a,S06222022163151_Dup1,
7de9500b,S06222022163151_Dup1,
62efb7db,S06222022163151_Dup1,
079b7a91,S06222022163151_Dup1,
087efd2c,S06222022163151_Dup1,
8aaf1e6c,S06222022163151_Dup1,
0b5cb931,S06222022163151_Dup1,
fe1de8cc,AS06242253_Dup1,
0138b896,AS06242253_Dup1,
2c75086f,AS06242253_Dup1,
d9d2b333,AS06242253_Dup1,
ae8a4e11,AS06242253_Dup1,
adc7b903,AS06242253_Dup1,
c0b03087,AS06242253_Dup1,
52b10581,AS06242253_Dup1,
1166aee6,AS06242253_Dup1,
876241bf,AS06242253_Dup1,
b3a5507e,AS06242253_Dup1,
b841b003,AS06242253_Dup1,
33546a9b,AS06242253_Dup1,
cbcf1128,46ed6e06,6917433d
a39712f8,7abce4fb,2c547925
1079488e,S06242022102808_Dup1,
78be92eb,S06248297_Dup1,
ec1dabd3,1a0dc757,5a29d8ff
98463620,1a0dc757,d77d29fe
a9e61ce9,05f544f4,
b1b69e29,05f544f4,
b5cd3ab0,05f544f4,
fe5d1039,05f544f4,
45caae41,05f544f4,
a226c26e,05f544f4,
c616a79e,56b8868c,
07e121c9,05f544f4,
4222de38,bacf39e7,
e74b79fb,05f544f4,
3cfa66a0,05f544f4,
daf4867d,05f544f4,
62eff388,05f544f4,
4a18e4f1,93dc6f7c,d7ae8df5
a78bdccc,d95d72c1,bb7af7ee
6c6fa1c6,46b6cc67,ab306972
ac3623bc,46b6cc67,ab306972
dc540014,d95d72c1,e62da6e6
8c790594,d95d72c1,bb7af7ee
d6a5e1be,d95d72c1,bb7af7ee
bc1c541c,d95d72c1,e5192487
be05a088,d95d72c1,bb7af7ee
74b7c6fa,d95d72c1,bb7af7ee
93d174fd,d95d72c1,bb7af7ee
007cb9ed,d95d72c1,bb7af7ee
8af655b4,0fcafd54,
a0734d90,d95d72c1,bb7af7ee
cb148ec7,c8c83b3e,c7aaab89
c32e2fed,c8c83b3e,c7aaab89
6225d720,c8c83b3e,c7aaab89
f49c2203,c8c83b3e,c7aaab89
0e40d8aa,27fb7552,303490fa
c97455f5,c8c83b3e,c7aaab89
9ae76856,13629233,
5b4cb47b,b3b25861,1f40c6bf
c918cd7c,b3b25861,1f40c6bf
2bf2df00,b3b25861,ee1f8bee
8c0ceadd,b3b25861,1f40c6bf
656883cd,b3b25861,1f40c6bf
3b7fc951,b3b25861,1f40c6bf
faafce25,b3b25861,1f40c6bf
9d0c0f63,b3b25861,1f40c6bf
1db601a1,b3b25861,1f40c6bf
e9d2ebf6,b3b25861,1f40c6bf
f708e5b3,b3b25861,f4aac9bd
06483afc,b3b25861,1f40c6bf
c834f211,b3b25861,1f40c6bf
9484822c,1a0dc757,5a29d8ff
67790c18,0027d866,
484bfd87,ff8f796d,5e9cd811
9af678b1,ff8f796d,5e9cd811
1d8152d7,ff8f796d,5e9cd811
c5074a92,ff8f796d,5e9cd811
cab590e1,ff8f796d,5e9cd811
9aef33f1,ff8f796d,5e9cd811
b71dfb63,849a8b4d,238fede7
4b9c91f1,B06272022164539_Dup1,
759f94c0,849a8b4d,238fede7
b8244520,26770b91,
6a0e448d,26770b91,
33b5cb17,26770b91,
06e496b1,febb914f,13fd6fe1
efeffdd4,febb914f,13fd6fe1
3ea9a5f3,bc9421dd,9fe2a693
b971ad02,bc9421dd,9fe2a693
670a67af,35a7f1b4,
9cccebfa,7c388397,534f2324
db455917,1d0c42ac,
c4543b46,1d0c42ac,
ffacdbe1,1d0c42ac,
85f8f7b2,e0e4da7c,
3039d7ab,e0e4da7c,
4bbfd7e2,e0e4da7c,
92ce2df7,B02282022100941_Dup1,cb9a4d76
2894fb1e,afefc7f6,7e43dca7
39009429,B02282022103451_Dup1,79c5a4d7
566aaf4c,b8c5aac7,
da0a624e,b8c5aac7,
2e86006c,f85203b6,c56f11f2
4081ca97,1be71a1e,
65f2806b,1ab6591a,
248cdee7,1be71a1e,
4fa7814a,1be71a1e,
c98c5744,1be71a1e,
f3e06bce,1be71a1e,
eb8b56d5,1be71a1e,
6d3829f6,1be71a1e,
b7575fe3,6d05e36c,
22bf0f92,6d05e36c,
c581f57c,6bbbc77e,
d03ca2e7,6bbbc77e,
3b597fc1,6bbbc77e,
edc770a6,6bbbc77e,
9f72fdaa,1cb98222,
7c447caf,5d0743d8,fca5fefd
7f45b254,5d0743d8,fca5fefd
cfa7cb53,f7fff2de,
c965eac6,2004c26f,7ffd43ba
f90348d9,a92e2c9f,d6748da2
2e245a1a,a6c14878,fbd78e0b
9ac42424,7df91116,
0c61fb4a,c67d3877,e877f3c0
372a8453,c67d3877,e877f3c0
f40713f3,2004c26f,7ffd43ba
4b9c50e0,2004c26f,7ffd43ba
02d25389,58074893,0c4d5eef
691a308f,1da334e0,c382ca81
5dd411b2,746ecf10,
4691223d,6da4c782,
d1a6e19b,6da4c782,
7bab9e8e,6da4c782,
dfca295a,6da4c782,
968d3ef7,3a713794,
f066170f,355f8b2f,5e77445a
80752dba,355f8b2f,5e77445a
5e2644ec,3beec23a,180c693a
2ed56f1e,3beec23a,180c693a
648680a4,3beec23a,180c693a
4c755afe,972ef4a2,eefcda61
cb66c78a,972ef4a2,eefcda61
581be951,ad950aa7,3d9aedec
6ef717b3,ad950aa7,3d9aedec
0a44b95a,ad950aa7,3d9aedec
8090173b,ad950aa7,3d9aedec
5352193a,d3f1aeb7,bcd16e10
af89c2ac,afefc7f6,105ce999
68516125,42de1b43,
19cd3e85,42de1b43,
9ddff1f8,8f676ded,
814d7b70,8f676ded,
c73bcd3e,8f676ded,
e47caab5,8f676ded,
434f0297,a328eea0,59305da2
0fb0a4e1,a328eea0,7e240b69
024b7089,a328eea0,59305da2
49be28ea,a328eea0,7e240b69
0df576f2,a328eea0,59305da2
c5727f48,d5ce1925,dc1a0192
dfb711db,d5ce1925,dc1a0192
9a36e251,d5ce1925,dc1a0192
d7e23914,83263cba,
577bea1e,83263cba,
db250913,83263cba,
25f10201,83263cba,
e8dd0212,83263cba,
d69f676f,c4afd54c,2ed1878a
bb33475e,d3f1aeb7,bcd16e10
fb5c2d68,93e0737f,4339490b
e449d7fa,d3f1aeb7,1b289d69
05c6c1ba,8b79d823,a30b37f1
d783fcef,8b79d823,a30b37f1
d9f351f1,8b79d823,a30b37f1
12561714,8b79d823,a30b37f1
16f2eefa,b3e488ff,59fd37d2
3ded8784,b3e488ff,c53ce82f
848b0056,784aa616,5b73efe2
61c35054,b3e488ff,2723c368
8e2cacf3,b3e488ff,2723c368
09c9915b,b3e488ff,59fd37d2
17ed999e,b3e488ff,5388a504
026708d0,b3e488ff,59fd37d2
567fff92,b3e488ff,8a0bffe2
7d0de623,b3e488ff,5388a504
e143e559,784aa616,5b73efe2
de954e33,b3e488ff,c53ce82f
276209a0,784aa616,5b73efe2
9079277b,784aa616,5b73efe2
f45ccd55,b3e488ff,9e1def93
56dc3469,784aa616,5b73efe2
b457bb20,b3e488ff,9e1def93
2c4f0b52,e55e082e,
26a97d7d,17f0cf9d,0da1c680
99345f0d,17f0cf9d,0da1c680
bf9b17dc,5445fe1b,133e9e4b
ee359555,d6bd9c48,0a899656
1e8356b5,d6bd9c48,e055cf23
89095196,d6bd9c48,bf15ebf1
2ee9bdc7,31614fe5,
23847305,31614fe5,
c9c057ff,c211c959,
b7c5cee3,c211c959,
21fb0813,c211c959,
86aa663e,c211c959,
6d5fc706,c211c959,
39a9e6fc,S03242022083049_Dup1_R,402c0775
c63f883f,S03242022083049_Dup1_R,b42638b9
a0305985,S03242022083049_Dup1_R,767d24c7
afbeb209,S03242022083049_Dup1_R,cafba0e7
1b50a50e,09eb99e4,6b3cb830
5a9a73ba,765b4efb_R,165dfbf2
d4a983b9,765b4efb_R,165dfbf2
917c1760,10d442ab,08b52387
748a9bd4,10d442ab,917a0f73
dd7dce0a,10d442ab,08b52387
4d26bae7,10d442ab,917a0f73
b7a1cc20,10d442ab,917a0f73
795d93fe,10d442ab,917a0f73
f18f6a5a,10d442ab,917a0f73
2044a7e5,10d442ab,08b52387
0fb86eaa,10d442ab,917a0f73
1dbdd2eb,10d442ab,f6491a3d
38c6515d,10d442ab,08b52387
211e202e,10d442ab,08b52387
12f344dc,10d442ab,917a0f73
21a38ce7,09eb99e4,ea9143d7
26245441,09eb99e4,106d8482
e7a523a5,d6bd9c48,e055cf23
0fa43338,09eb99e4,ef332179
4685be9d,3559ea0c,
92793c44,3559ea0c,
99082e1b,dcbf5c19,427e05b7
b2adddc2,c24e5cb1,f39636af
ca1dd5d5,c24e5cb1,f39636af
2d0ec281,dd29c48a,
ec1a1a9d,dd29c48a,
1d826ab8,98376b09_R,304ed2f8
7da1f27b,d6bd9c48,573f7f0a
6493d9f4,358277ff,
5c7dd8e8,358277ff,
6bc84c40,d6bd9c48,0777c31d
3d2435fb,d6bd9c48,e055cf23
6c77de54,d6bd9c48,d50d4dd3
30bb65e9,d6bd9c48,e055cf23
6cc3f749,d6bd9c48,573f7f0a
5b665d05,d6bd9c48,e58dc3b9
7aabcfad,e9cd5882,
41de3838,d6bd9c48,4735cb07
72c1b5e3,e9cd5882,
3089c0f5,d6bd9c48,e055cf23
0795389c,d6bd9c48,0777c31d
c06f858f,d6bd9c48,e58dc3b9
5ea0e148,36d0aebc,c38612a0
8a9e0a27,36d0aebc,c38612a0
0a0fe021,36d0aebc,c38612a0
27676f57,36d0aebc,c38612a0
2d0e2d58,8b1fbb18,
93c8679d,09eb99e4,ef332179
a13fa8ac,d5fef9f8,9bb74878
ef4eb832,d5fef9f8,60bb1849
a13d3e4b,d5fef9f8,60bb1849
87a49111,d5fef9f8,9bb74878
512fbc1d,d5fef9f8,9bb74878
961fec64,d5fef9f8,60bb1849
6cbde010,d5fef9f8,60bb1849
fe1e19a7,d6bd9c48,dbe6cde3
0f76c11b,61086c92,37f433d4
410a4d5e,8b93a133,107cfadd
e635ed56,09eb99e4,6b3cb830
b50c2ad1,bed39264,
866ef588,bed39264,
f4b8602d,c211c959,
3fa95c7c,bd877f8d,04299f35
21db58bd,bd877f8d,04299f35
d71ebb3a,bd877f8d,04299f35
64a0e865,8b93a133,
e283ccd7,a034f9b9,3b2da50a
edcbb4cb,a034f9b9,3b2da50a
7ee5a51e,ac9cc61a,0cc5c21d
36727eca,a034f9b9,1a8fc7eb
59866e7f,a034f9b9,3b2da50a
a709b638,a034f9b9,1a8fc7eb
4376bf70,a034f9b9,63bed71a
a12613bd,a034f9b9,1a8fc7eb
e0093b3f,a034f9b9,63bed71a
c05aa435,a034f9b9,1217246f
4b09f076,a034f9b9,1217246f
e9e23c0d,a034f9b9,1a8fc7eb
03e6286a,a034f9b9,1a8fc7eb
1009e0e7,a034f9b9,398fd9f9
0549da1c,a034f9b9,3b2da50a
ec7bc798,a034f9b9,398fd9f9
2a8f5a03,a034f9b9,398fd9f9
34ed7214,ac9cc61a,0cc5c21d
db9880a0,ac9cc61a,
0d330d0e,bd5619ea,
1e52dcd9,bd5619ea,
0f22c67e,bd5619ea,
9067d8ff,bd5619ea,
8cb37c59,bd5619ea,
48f9ad03,bd5619ea,
76bd8d8e,bd5619ea,
3fa5a0ae,bd5619ea,
3c24a431,bd5619ea,
89de40b5,bd5619ea,
cf821c12,bd5619ea,
dc225bac,bd5619ea,
bae67739,bd5619ea,
c94310a6,bd5619ea,
e2cd51bf,bd5619ea,
3057a86f,bd5619ea,
0c94c5e9,bd5619ea,
57503fcf,bd5619ea,
896cfd97,bd5619ea,
c24bfd74,bd5619ea,
460d1455,bd5619ea,
637b20aa,bd5619ea,
471743d4,bd5619ea,
82bffde9,bd5619ea,
33a66112,bd5619ea,
bf32e782,bd5619ea,
0700ff8e,bd5619ea,
a42a2bf7,bd5619ea,
d334e066,bd5619ea,
3b657eab,bd5619ea,
7075a74f,bd5619ea,
4a05342b,338b67c1,
fdad7a7c,338b67c1,
596b24d0,338b67c1,
1e33fed5,338b67c1,
fca473f8,1ac39038,28abbf89
c32a7913,1ac39038,28abbf89
f3ad97c1,1d02bba1,d1aeafb3
db5d8c2b,1d02bba1,d1aeafb3
c64cabff,3c3807c1,
876fba5a,bd877f8d,04299f35
94f7bdef,bd877f8d,04299f35
02bd40b6,bd877f8d,04299f35
90bb15b5,bd877f8d,04299f35
50e63bbe,bd877f8d,04299f35
e7f04780,ac9cc61a,0cc5c21d
03dec9cd,beb43af8,
5c405a64,bd5619ea,
d1270367,03d9115f,c3cc2e01
62b32f91,03d9115f,c3cc2e01
bdcf2739,03d9115f,c3cc2e01
7b061f01,7f626e01,
51a6213f,03d9115f,c3cc2e01
354f96ec,03d9115f,c3cc2e01
2df9a7c9,03d9115f,c3cc2e01
8107d85b,03d9115f,c3cc2e01
e4c11e0d,bd5619ea,
1310298a,bd5619ea,
0eb2a38d,bd5619ea,
8d61b697,6f709d93,3af41106
7e54b4ef,6f709d93,7d8dd4e3
1abbb602,6f709d93,f1ec75e9
5fb8bd6b,6f709d93,7d8eb081
739b0315,6f709d93,db8de55c
c29e23b5,b1c578ac,36f246ab
fa3f58f2,6f709d93,7d8eb081
77cf0e03,6f709d93,7d8eb081
ddfe7bef,6f709d93,7d8eb081
532b6a8b,6f709d93,7d8eb081
bafd88fe,6f709d93,7d8eb081
9b9a0564,6f709d93,7d8eb081
3130490a,6f709d93,7d8eb081
6879d76f,6f709d93,7d8eb081
e1069dd9,6f709d93,7d8eb081
a8443a4b,6f709d93,7d8eb081
45f8ea49,6f709d93,7d8eb081
8d145fe1,6f709d93,7d8eb081
02a10ca3,4846820e,
00cc83eb,4846820e,
76e0b90e,35853e8e,7ca22e52
c14e927c,6f709d93,7d8eb081
6186bb86,61086c92,38bb2595
f5566506,61086c92,38bb2595
545195f7,61086c92,38bb2595
37b1ba10,2efcdac1,b00be9a4
3dd855fb,8e28524d,1af96025
094acb4a,b105856f,6c8da99f
164cac80,b105856f,6c8da99f
e0c2a62f,b105856f,65df3af8
1f0d3f26,35853e8e,6250f93e
fbc3dc8f,35853e8e,7ca22e52
9818d10f,b105856f,6c8da99f
22f0a52e,b105856f,6c8da99f
195d1c40,b105856f,6c8da99f
1eddb68f,36d0aebc,c38612a0
1bf3b035,36d0aebc,c38612a0
a37b7e0b,36d0aebc,c38612a0
2da959fa,c211c959,
5518dd28,56343f46,
b78be79e,fb321961,b9887973
83d2d17d,302dd027,44eda607
84fae2d5,302dd027,44eda607
d69d3132,6737a145,
5fbf1bc6,6737a145,
c1a99b57,6737a145,
7893d2f0,6737a145,
7113e18b,6737a145,
3cc6376d,6737a145,
610497cf,96e297e1,0d4ec09b
2b106d56,762dbb8d,
50301d6b,762dbb8d,
e742bf9e,762dbb8d,
7ec16c24,762dbb8d,
54cb9eef,762dbb8d,
477a1384,762dbb8d,
1bbd8b99,762dbb8d,
4831e3b9,762dbb8d,
cb646c31,a429bb95,adc44542
7e3e345a,cf7aa06a,c83a9d8b
476e9c5a,54b23222,
c09d7ae5,6737a145,
d965da18,6737a145,
685da474,6737a145,
c063a230,6737a145,
94792efd,6737a145,
b72e9857,6737a145,
66b2357f,6737a145,
20053a0b,6737a145,
f6a4d031,6737a145,
95a339de,6737a145,
f0af70ef,6737a145,
81748fe8,6737a145,
2bd328a3,6737a145,
9d9caea7,6737a145,
27ce344a,6737a145,
333d0819,6737a145,
381e26dd,6737a145,
d81f653b,6737a145,
1fb130c2,6737a145,
2e03ab4f,6737a145,
91a17ea7,6737a145,
b1868b7b,6737a145,
2f839e0a,6737a145,
9f92172c,6737a145,
e1b6c574,6737a145,
bfeec027,a034f9b9,af39e460
834ba05b,a034f9b9,af39e460
5ef4c608,a034f9b9,af39e460
9e6b4c1e,a429bb95,adc44542
8907f769,a429bb95,adc44542
77631618,a429bb95,adc44542
5bc57b7e,c4bd145d,
d853d3c2,705cef57,
83db4810,705cef57,
d0cf9800,705cef57,
af9ad634,705cef57,
f4502e81,acb70733,
52d37d26,acb70733,
d80f42f1,acb70733,
c599861a,d50d34de,ef83fe54
42ff0fd2,b9ce04a0,
0f3eb1c5,b9ce04a0,
cb01e141,b9ce04a0,
3b05764d,b9ce04a0,
07ec27ef,b9ce04a0,
c2a1d61b,b9ce04a0,
d1acf05b,b9ce04a0,
064fd407,b9ce04a0,
a3414b62,b9ce04a0,
8ca1ed89,b9ce04a0,
bf3f6260,b9ce04a0,
00c69dc5,b9ce04a0,
d0e2d271,b9ce04a0,
a97b3e0e,b9ce04a0,
9b48866e,b9ce04a0,
5cb56e84,b9ce04a0,
fc0d602e,b9ce04a0,
b08eab45,b9ce04a0,
a7b62e98,b9ce04a0,
9bcf1c6e,b9ce04a0,
8f33344f,b9ce04a0,
9e90e02e,b9ce04a0,
5b12b0f2,b9ce04a0,
057ddf57,b9ce04a0,
86bd27b0,b9ce04a0,
d566467b,b9ce04a0,
b7d97a2d,b9ce04a0,
68a9ff67,b9ce04a0,
e072ea67,b9ce04a0,
820451b0,b9ce04a0,
625afe02,b9ce04a0,
dbe6a934,b9ce04a0,
578b5434,ee1aa234,b1f59b8e
9a5c80d5,ee1aa234,b1f59b8e
61128d65,f5e8428a,
29b007f2,f5e8428a,
62cc1de0,bcd868ad,cab9715f
5d9916ac,bcd868ad,cab9715f
6bfa577e,d50d34de,ef83fe54
a3b766c4,d50d34de,ef83fe54
f702bfa3,d50d34de,ef83fe54
cc802765,d50d34de,ef83fe54
dc942158,d50d34de,ef83fe54
95244947,739a1ff3,cbc6d1b5
ef55f264,739a1ff3,cbc6d1b5
f6a08ee6,d43f4b7a,
